"sku","category","brand","supplier","parent_name","product_name","variant_name","description","price","currency","colors","width","height","depth","weight","collection","designer","awards","material","dimensions"
"vipp_Vipp972","N/A","Vipp","Vipp","N/A","Table, large","N/A","The Vipp table is a large table for the dining room or kitchen. Also available in a medium-sized version, the table features a steel frame with soft rounded corners and carries a highly durable tabletop of either heat-pressed ceramics or chevron-patterned, dark oak.","3,699.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Powder-coated steel, stainless steel, table top of ceramics or lacquered oak veneer. View care instructions","placeholder"
"vipp_Vipp473","N/A","Vipp","Vipp","N/A","Rack, low","N/A","The Vipp rack is a modular shelving system available in four configurations. This is the low version of the Vipp racks, and it comes with three shelves. The low rack is a stand-alone unit and it can be extended with the Vipp rack extension, low.","2,149.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Powder-coated steel and aluminium, stainless steel, ceramic shelf top. View care instructions","placeholder"
"vipp_Vipp112","N/A","Vipp","Vipp","N/A","Wool blanket","N/A","The Vipp wool blanket is warm and ultra-soft addition for the living room or bedroom. This wool blanket is woven from all-natural wool and features a discreetly woven pattern. Available in two colour options.","209.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","54% wool, 24% acrylic, 12% alpaca, 10% polyamide. Hand wash only","placeholder"
"vipp_Vipp474","N/A","Vipp","Vipp","N/A","Rack extension, low","N/A","The Vipp rack is a modular shelving system available in four configurations. As an add-on module for the low Vipp rack, the low extension lets you build the rack system of your choice. This rack is an extension module and cannot stand alone.","1,899.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Powder-coated steel and aluminium, stainless steel, ceramic shelf top. View care instructions","placeholder"
"vipp_Vipp115","N/A","Vipp","Vipp","N/A","Wool pillow","N/A","The Vipp wool pillow is an ultra-soft and decorative element for the living room or bedroom. The removable pillow cover is woven from all-natural wool, featuring a discreetly woven pattern, a concealed zipper and is available in two colours. An inner cushion with filling of natural duck feathers is included.","119.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","N/A","placeholder"
"vipp_Vipp475","N/A","Vipp","Vipp","N/A","Rack, tall","N/A","The Vipp rack is a modular shelving system available in four configurations. This is the tall version of the rack system and comes with five shelves. The tall rack can be extended with the Vipp rack extension, tall.","3,359.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Powder-coated steel and aluminium, stainless steel, ceramic shelf top. View care instructions","placeholder"
"vipp_Vipp476","N/A","Vipp","Vipp","N/A","Rack extension, tall","N/A","The Vipp rack is a modular shelving system available in four configurations. As an add-on module for the tall Vipp rack, the tall extension lets you build the rack system of your choice. This rack is an extension module and cannot stand alone.","3,099.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Powder-coated steel and aluminium, stainless steel, ceramic shelf top. View care instructions","placeholder"
"vipp_Vipp921","N/A","Vipp","Vipp","N/A","Shelf, small","N/A","This is the smallest of the two Vipp shelves. With two surfaces, the Vipp shelf is a functional storage option for every room of the house. An indentation in the two surfaces holds a silicone mat for protection of delicate items.","199.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Powder-coated aluminium, silicone, plastic, stainless steel. View care instructions","placeholder"
"vipp_Vipp142","N/A","Vipp","Vipp","N/A","Wool rug, medium","N/A","The Vipp wool rug is a soft and textured underlay for the living room or bedroom. Handwoven from all-natural wool, this rectangular rug features a bulky surface with serged edges. This rug is also available in a larger version and comes in two colours.","949.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","100% wool","placeholder"
"vipp_Vipp922","N/A","Vipp","Vipp","N/A","Shelf, large","N/A","The is the largest of the two Vipp shelves. With two surfaces, the Vipp shelf is a functional storage option for every room of the house. An indentation in the two surfaces holds a silicone mat for protection of delicate items.","285.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Powder-coated aluminium, silicone, plastic, stainless steel. View care instructions","placeholder"
"vipp_VIPP461","N/A","Vipp","Vipp","N/A","Daybed","N/A","With an aniline leather mattress resting on a black powder-coated steel frame, the Vipp daybed is an exclusive resting spot or seating option for the living room or office space. The black leather upholstery features unique visual characteristics.","4,830.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Powder-coated steel, stainless steel, 100% aniline leather. View care instructions","placeholder"
"vipp_Vipp143","N/A","Vipp","Vipp","N/A","Wool rug, large","N/A","The Vipp wool rug is a soft and textured underlay for the living room or bedroom. Handwoven from all-natural wool, this rectangular rug features a bulky surface with serged edges. This rug is also available in a smaller version and comes in two colours.","1,209.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","100% wool","placeholder"
"vipp_Vipp89S451","N/A","Vipp","Vipp","N/A","Chair armrest cover","N/A","The Vipp chair armrest cover is a removable leather sleeve providing additional seating comfort. The tapered design fits accurately on the Vipp chair, and with its Velcro seal, it is easy to demount. For mounting instructions, click details below.","69.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Leather (Shade)","placeholder"
"vipp_Vipp89EX","N/A","Vipp","Vipp","N/A","Extension plate for Vipp971-972 tables","N/A","The Vipp extension plate is an attachable plate to extend the Vipp table. Its customised design fits solely onto the Vipp971-972 tables and the simple construction makes it quick and easy to mount and demount.","269.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Carbon steel, MDF","placeholder"
"vipp_Vipp144","N/A","Vipp","Vipp","N/A","Wool/bamboo rug, medium","N/A","The Vipp wool/bamboo rug is a soft and simple underlay for the living room or bedroom. Handwoven in a mix of natural wool and bamboo, this rectangular rug offers a strong tenacity with minimal peeling. This rug is also available in a larger version and comes in three colours.","1,079.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","50% wool, 50% bamboo","placeholder"
"vipp_Vipp145","N/A","Vipp","Vipp","N/A","Wool/bamboo rug, large","N/A","The Vipp wool/bamboo rug is a soft and simple underlay for the living room or bedroom. Handwoven in a mix of natural wool and bamboo, this rectangular rug offers a strong tenacity with minimal peeling. This rug is also available in a smaller version and comes in three colours.","1,349.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","50% wool, 50% bamboo","placeholder"
"vipp_Vipp52","N/A","Vipp","Vipp","N/A","Office bin","N/A","The Vipp office bin is equally suited for office spaces and for the home. The office bin features a stainless-steel construction and durable rubber wrapped in a timeless design. The office bin is fitted with discreet rubber wheels, and a hidden metal ring keeps the bin liner in place.","239.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","Holger Nielsen, 1985","N/A","Powder-coated steel, stainless steel, silicone. View care instructions","placeholder"
"vipp_Vipp18","N/A","Vipp","Vipp","N/A","Open top bin 22 L / 6 gal","N/A","The Vipp open top bin is equally suited for public spaces and private homes. Also available in a larger size, this lid-free bin is designed for fast and easy garbage disposal. The open top bin features a fully removable exterior steel shell hiding an inner bin. A non-slip silicone base ensures stability.","279.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Powder-coated steel, stainless steel, silicone. View care instructions","placeholder"
"vipp_Vipp19","N/A","Vipp","Vipp","N/A","Open top bin 60 L / 16 gal","N/A","The Vipp open top bin is equally suited for public spaces and for private homes. Also available in a smaller size, this lid-free bin is designed for fast and easy garbage disposal. The open top bin features a fully removable exterior steel shell hiding an inner bin. A non-slip silicone base ensures stability.","389.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Powder-coated steel, stainless steel, silicone. View care instructions","placeholder"
"vipp_Vipp501","N/A","Vipp","Vipp","N/A","Electric kettle","N/A","The Vipp electric kettle is an essential device for the kitchen. Featuring a solid powder-coated surface, non-slip rubber details and a removable filter and spout, the electric kettle is a highly functional addition to any kitchen.","229.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Stainless steel, powder-coated stainless steel, silicone, fabric-covered cord. View care instructions","placeholder"
"vipp_Vipp272","N/A","Vipp","Vipp","N/A","Tray","N/A","The Vipp tray is a handy solution for small servings in the kitchen. Designed for daily use, the Vipp tray has a removable, washing machine-proof mat.","80.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Powder-coated aluminium, silicone. View care instructions","placeholder"
"vipp_Vipp263","N/A","Vipp","Vipp","N/A","Salt and pepper","N/A","The Vipp salt and pepper mills are tabletop necessities for the kitchen or dining room. The set of mills are constructed with a swivel top and a durable ceramic grinder with a refined grinding sound. The shared base holds a removable inner section.","175.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Powder-coated steel, stainless steel, zink-alloy, silicone, plastic. View care instructions","placeholder"
"vipp_Vipp262","N/A","Vipp","Vipp","N/A","Pepper mill","N/A","The Vipp pepper mill is a tabletop necessity for the kitchen or dining room. The mill is constructed with a swivel top and a durable ceramic grinder with a refined grinding sound. This matte painted grey color is a limited edition to match the new grey Vipp kitchen.","69.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Powder-coated steel, stainless steel, zink-alloy, silicone, plastic. View care instructions","placeholder"
"vipp_Vipp1","N/A","Vipp","Vipp","N/A","Hook 2 pcs.","N/A","The set of two Vipp hooks is suited for both kitchen and bathroom. The hooks feature a functional groove, ensuring a proper hold on your towels.","99.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Solid stainless steel, two-component plastic. View care instructions","placeholder"
"vipp_Vipp280","N/A","Vipp","Vipp","N/A","Dishwashing brush","N/A","The Vipp dishwashing brush is a trusted tool for the kitchen. Designed for durability, the Vipp dishwashing brush features a replaceable brush head. Extra brush heads are available in packages of two.","59.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Stainless steel, rubber, silicone, plastic, nylon. View care instructions","placeholder"
"vipp_Vipp274","N/A","Vipp","Vipp","N/A","Broom and dustpan","N/A","The Vipp broom and dustpan set is a handy tool in the kitchen. The broom easily gets crumbs and dust off the floor and onto the angled dustpan, which can stand on its own. The set can be suspended from a hook with the integrated strap.","69.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Powder-coated aluminium, plastic, silicone, stainless steel, nylon. View care instructions","placeholder"
"vipp_Vipp268","N/A","Vipp","Vipp","N/A","Trivet 2 pcs.","N/A","The Vipp trivet set consists of a small and a large trivet fitted into each other. Sprockets in the laser-cut steel trivets are fitted with heat resistant silicone rubber profiles. The Vipp trivet set is dishwasher-proof.","69.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Stainless steel, silicone. View care instructions","placeholder"
"vipp_Vipp266","N/A","Vipp","Vipp","N/A","Kitchen roll holder","N/A","The Vipp kitchen roll holder helps control paper towels in the kitchen. A solid base gives the kitchen roll holder stability, and a stainless-steel arm holds paper towels in place. The Vipp kitchen roll holder is made to fit European standard-sized paper towels.","99.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Powder-coated aluminium, stainless steel, silicone rubber, plastic. View care instructions","placeholder"
"vipp_Vipp270","N/A","Vipp","Vipp","N/A","Breadbox","N/A","The Vipp breadbox is a robust storing option for bread in the kitchen. A cleaning-friendly steel lid, spacious volume and a washable inner liner are features of the Vipp breadbox. A rubber ring at the base protects surfaces.","175.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Powder-coated steel, stainless steel, rubber, cotton. View care instructions","placeholder"
"vipp_Vipp240","N/A","Vipp","Vipp","N/A","Glass 15cl, 2 pcs.","N/A","This Vipp glass is the smaller of two sizes in the Vipp collection. The glass is mouth-blown and hand-polished. Available in packages of two.","29.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Mouth-blown glass. View care instructions","placeholder"
"vipp_Vipp242","N/A","Vipp","Vipp","N/A","Glass 33cl, 2 pcs.","N/A","This Vipp glass is the larger of two sizes in the Vipp collection. The glass is mouth-blown and hand-polished. Available in packages of two.","39.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Mouth-blown glass. View care instructions","placeholder"
"vipp_Vipp253","N/A","Vipp","Vipp","N/A","Glass canister, 0.9 L","N/A","The Vipp glass canister is a practical storage solution for the kitchen. Also available in a larger version, this small-sized canister is made in durable borosilicate glass with a transparent rubber ring ensuring a tight seal.","21.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Mouth-blown glass, silicone. View care instructions","placeholder"
"vipp_Vipp255","N/A","Vipp","Vipp","N/A","Glass canister, 1.7 L","N/A","The Vipp glass canister is a practical storage solution for the kitchen. Also available in a smaller version, this large-sized canister is made in durable borosilicate glass with a transparent rubber ring ensuring a tight seal.","29.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Mouth-blown glass, silicone. View care instructions","placeholder"
"vipp_Vipp901","N/A","Vipp","Vipp","N/A","Kitchen tap","N/A","The single lever Vipp kitchen tap is a highly functional addition to every kitchen. Featuring a swivel spout and a pull-out spray as well as a lime-resistant aerator and a ceramic cartridge, the Vipp kitchen tap is drip-free with a soft water jet.","805.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Stainless steel. View care instructions","placeholder"
"vipp_Vipp205","N/A","Vipp","Vipp","N/A","Milk jug","N/A","The Vipp milk jug is hand-casted in high-quality porcelain. For a matte finish and a smooth interior, the milk jug cup is glazed on the inside and hand-polished on the outside.","39.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Double-layer porcelain. View care instructions","placeholder"
"vipp_Vipp203","N/A","Vipp","Vipp","N/A","Tea cup 2 pcs.","N/A","The Vipp tea cup is hand-casted in high-quality porcelain. For a matte finish and a smooth interior, the tea cup is glazed on the inside and hand-polished on the outside. Available in packages of two.","40.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Double-layer porcelain. View care instructions","placeholder"
"vipp_Vipp202","N/A","Vipp","Vipp","N/A","Coffee cup 2 pcs.","N/A","The Vipp coffee cup is hand-casted in high-quality porcelain. For a matte finish and a smooth interior, the coffee cup is glazed on the inside and hand-polished on the outside. Available in packages of two.","39.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Double-layer porcelain. View care instructions","placeholder"
"vipp_Vipp201","N/A","Vipp","Vipp","N/A","Espresso cup 2 pcs.","N/A","The Vipp espresso cup is hand-casted in high-quality porcelain. For a matte finish and a smooth interior, the espresso cup is glazed on the inside and hand-polished on the outside. Available in packages of two.","29.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Double-layer porcelain. View care instructions","placeholder"
"vipp_Vipp218","N/A","Vipp","Vipp","N/A","Bowl, large","N/A","This Vipp bowl is the larger of two bowls in the Vipp collection and is hand-casted in high-quality porcelain. For a matte finish and a smooth interior, the bowl is glazed on the inside and hand-polished on the outside.","40.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Double-layer porcelain. View care instructions","placeholder"
"vipp_Vipp215","N/A","Vipp","Vipp","N/A","Bowl 2 pcs.","N/A","The Vipp bowl is hand-casted in high-quality porcelain. For a matte finish and a smooth interior, the bowl is glazed on the inside and hand-polished on the outside. Available in packages of two.","40.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Double-layer porcelain. View care instructions","placeholder"
"vipp_Vipp214","N/A","Vipp","Vipp","N/A","Plate 2 pcs.","N/A","The Vipp plate is hand-casted in high-quality porcelain. For a matte finish and a smooth interior, the plate is glazed on the inside and hand-polished on the outside. Available in packages of two.","49.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Double-layer porcelain. View care instructions","placeholder"
"vipp_Vipp248","N/A","Vipp","Vipp","N/A","Vase","N/A","The Vipp vase is a decorative item for the living room. This translucent, mouth-blown glass vase features a distinct smoke-coloured finish designed in collaboration with ceramicist Annemette Kissow.","89.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Mouth-blown glass. View care instructions","placeholder"
"vipp_Vipp220","N/A","Vipp","Vipp","N/A","Ceramic pot","N/A","The Vipp ceramic pot is hand-casted in high-quality white porcelain. This pot is well-suited for both eatable and decorative greenery or as a storage solution for everyday kitchen utensils.","49.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Double-layer porcelain. View care instructions","placeholder"
"vipp_Vipp212","N/A","Vipp","Vipp","N/A","Lunch plate, 2 pcs.","N/A","The Vipp lunch plate is a medium-sized plate for the dining table. Just like the other Vipp plates, it is hand-casted in high-quality porcelain. For a matte finish and a smooth interior, the plate is glazed on the inside and hand-polished on the outside. Available in packages of two.","49.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Porcelain. View care instructions","placeholder"
"vipp_Vipp213","N/A","Vipp","Vipp","N/A","Dinner plate, 2 pcs.","N/A","The Vipp dinner plate is made for the dining table and is hand-casted in high-quality porcelain. Just like the smaller plate in the Vipp assortment, the dinner plate is glazed on the inside for a smooth interior and hand-polished on the outside for a matte finish. Available in packages of two.","60.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Porcelain. View care instructions","placeholder"
"vipp_Vipp134","N/A","Vipp","Vipp","N/A","Placemat, round 4 pcs.","N/A","The round Vipp placemat is made to protect delicate surfaces on round dining tables. Also available in a square version, the Vipp placemat is easy to clean with a damp cloth or in the washing machine.","80.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Silicone, machine washable. View care instructions","placeholder"
"vipp_Vipp130","N/A","Vipp","Vipp","N/A","Placemat 4 pcs.","N/A","The Vipp placemat protects delicate surfaces on the dining table. Made to be used daily, the placemat is easy to clean with a damp cloth or in the washing machine. Available in packages of four.","89.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Soft silicone rubber. View care instructions","placeholder"
"vipp_Vipp125","N/A","Vipp","Vipp","N/A","Cloth napkin 4 pcs.","N/A","Vipp cloth napkins for the kitchen or dining table are woven from pure linen for optimal water absorption and high durability. Available in three colours in sets of 4 pieces.","40.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","100% linen. View care instructions","placeholder"
"vipp_Vipp121","N/A","Vipp","Vipp","N/A","Tea towel 2 pcs.","N/A","Vipp tea towels for the kitchen are woven in a two-toned organic cotton for premium quality and water absorption. The tea towels are fitted with a rubber strap imprinted with washing instructions. Available in two colours in boxes of 2 pieces.","29.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Organic cotton. Soak before use. View care instructions","placeholder"
"vipp_Vipp12","N/A","Vipp","Vipp","N/A","Suction hook 2 pcs.","N/A","The Vipp suction hook is a handy helper in the bathroom or kitchen. Easily mount it on any plain surface – even in the shower -  and hang items such as the Vipp shower wiper or dishwashing brush. Available in packages of two.","39.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Stainless steel, rubber, plastic. View care instructions","placeholder"
"vipp_Vipp267","N/A","Vipp","Vipp","N/A","Clip 2 pcs.","N/A","The Vipp clip is an ideal tool to gather your papers or hang your poster. Attach the clip using the super magnet or the included wall hook. The Vipp clip comes with included wall hooks in a set of two.","49.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Powder-coated aluminium, steel, magnic, plastic. View care instructions","placeholder"
"vipp_Vipp15","N/A","Vipp","Vipp","N/A","Miniature bin","N/A","Although built in scale 1:5, the Vipp miniature pedal bin has an operational pedal and remains true to the design, proportions and materials of the full-size bin – both in proportions and choice of materials.","100.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","Holger Nielsen, 1939","N/A","Powder-coated aluminium, stainless steel, silicone. View care instructions","placeholder"
"vipp_Vipp561","N/A","Vipp","Vipp","N/A","Flashlight","N/A","The Vipp flashlight is a trusted tool to help you find your way outdoors. The Vipp561 flashlight has a powerful beam distance and is equipped with a handy rubber string to carry it around your neck.","80.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Stainless steel, silicone. View care instructions","placeholder"
"vipp_Vipp401","N/A","Vipp","Vipp","N/A","Mini table","N/A","For breakfast in bed or coffee on the terrace, the Vipp mini table is a multifunctional piece of furniture. The legs of the mini table can be folded to save space, and a dishwasher-proof rubber mat adds a functional detail.","269.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Powder-coated aluminium, stainless steel, silicone, plastic. View care instructions","placeholder"
"vipp_Vipp80","N/A","Vipp","Vipp","N/A","Bin liners","N/A","Vipp bin liners are custom-designed to fit your Vipp pedal bin. Available in boxes with 8 rolls of bags. Remember to choose the size that fits your bin.","40.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Plastic","placeholder"
"vipp_Vipp89","N/A","Vipp","Vipp","N/A","Rubber ring, top","N/A","Spare silicone ring for the top of the Vipp pedal bins. Remember to choose the size that fits your pedal bin.","15.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Rubber. View care instructuions","placeholder"
"vipp_Vipp890","N/A","Vipp","Vipp","N/A","Rubber ring, bottom","N/A","Spare rubber ring for the bottom of the Vipp pedal bins. Remember to choose the size that fits your pedal bin.","15.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Silicone. View care instructions","placeholder"
"vipp_Vipp800","N/A","Vipp","Vipp","N/A","Kitchen book","N/A","300 pages of kitchen inspiration wrapped in the format of a coffee table book, ‘Twenty Homes — One Kitchen’ welcomes you into twenty distinctive homes across four continents, nine countries and eighteen cities. The residences all differ in size, location and aesthetic, but share a common denominator in their choice of kitchen.","39.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","N/A","placeholder"
"vipp_VIPP13-17","N/A","Vipp","Vipp","N/A","Inner bin","N/A","Inner bin for Vipp pedal bins. The inner bin is made from durable, galvanized steel. Remember to choose the size that fits your bin.","29.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Galvanized steel. View care instructions","placeholder"
"vipp_Vipp895","N/A","Vipp","Vipp","N/A","Wall mount adapter","N/A","The Vipp wall mount adapter is a spare part for the Vipp wall lamp and Vipp wall spot. The adapter can be used in cases where the pre-existing installation does not fit the flange of the lamp. Download product specifications at the bottom of this page for possibilities and restrictions.","39.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Powder-coated steel. View care instructions","placeholder"
"vipp_Vipp89070","N/A","Vipp","Vipp","N/A","Dishwashing brush head","N/A","Spare brush heads for the Vipp dishwashing brush. Available in packages of 2 pieces.","9.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Nylon, plastic. View care instructions","placeholder"
"vipp_Vipp89001","N/A","Vipp","Vipp","N/A","Dispenser, pump head","N/A","Spare pump heads for the Vipp dispenser and wall-mounted dispenser.","19.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Stainless steel, rubber. View care instructions","placeholder"
"vipp_Vipp89025","N/A","Vipp","Vipp","N/A","Toilet brush inner tube","N/A","Inner tube for the Vipp toilet brush and wall-mounted toilet brush.","20.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","PPC. View care instructions","placeholder"
"vipp_Vipp89003","N/A","Vipp","Vipp","N/A","Toilet brush head","N/A","Spare brush head for the Vipp toilet brush and wall-mounted toilet brush.","9.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Plastic, nylon. View care instructions","placeholder"
"vipp_Vipp89002","N/A","Vipp","Vipp","N/A","Toilet brush handle","N/A","Spare handle for the Vipp toilet brush in classic stainless steel.","40.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Stainless steel, rubber. View care instructions","placeholder"
"vipp_Vipp89022","N/A","Vipp","Vipp","N/A","Breadbox bag","N/A","Inner bag for the Vipp breadbox in machine-washable, food-approved cotton with a rubber rim.","49.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Cotton, rubber. View care instructions","placeholder"
"vipp_Vipp89067","N/A","Vipp","Vipp","N/A","Laundry basket bag","N/A","The spare liner for the Vipp laundry basket is machine-washable and divided into two section, making laundry sorting an easy task.","80.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Nylon mesh, silicone. View care instructions","placeholder"
"vipp_Vipp89069","N/A","Vipp","Vipp","N/A","Shower wiper blade","N/A","Spare wiper blade for Vipp shower wiper. The spare wiper blade is made from durable rubber.","7.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","Silicone. View care instructions","placeholder"
"vipp_Vipp809","N/A","Vipp","Vipp","N/A","Oil can","N/A","A key ingredient for protecting steel surfaces from grease stains and general wear and tear, the Vipp steel care is a sealing and caring agent for most products in the Vipp collection.","15.00","EUR",".","placeholder","placeholder","placeholder","N/A","N/A","N/A","N/A","N/A","placeholder"
